Laptop_ID,Brand,Model,Processor,RAM_GB,Storage_Type,Storage_GB,GPU,Screen_Size,Operating_System,Weight_KG,Battery_Hours,Warranty_Months,Customer_Segment,Region,Price
LAP0196,HP,HP 15,AMD Ryzen 5,16,SSD,512,NVIDIA GTX,13.3,Windows 11,1.12,9.6,12,Student,North,64310.98
LAP0197,HP,Pavilion 15,Intel i7,8,SSD,512,AMD Radeon,15.6,Windows 11,1.61,11.6,12,Student,South,58599.69
LAP0198,HP,HP 15,Intel i5,8,SSD,512,AMD Radeon,14.0,Windows 11,1.31,6.1,6,Student,East,51268.81
LAP0199,HP,HP 15,Intel i3,8,SSD,256,Integrated,13.3,Windows 11,1.59,8.2,6,Professional,North,31838.99
LAP0200,HP,Pavilion 15,Intel i5,8,HDD,1024,Integrated,16.0,Windows 11,2.04,10.4,6,Professional,North,36433.68
LAP0201,HP,Pavilion 15,Intel i3,8,SSD,512,NVIDIA GTX,14.0,Windows 11,1.56,9.5,12,Gaming,West,45187.09
LAP0202,HP,HP 15,AMD Ryzen 5,16,SSD,512,Integrated,15.6,Windows 11,2.05,7.1,24,Student,South,55100.58
LAP0203,HP,Victus 15,AMD Ryzen 5,16,HDD,512,NVIDIA RTX,17.3,Windows 11,2.41,10.4,12,Professional,North,70450.78
LAP0204,HP,Pavilion 15,Intel i7,16,HDD,512,Integrated,15.6,Windows 11,2.15,6.4,24,Professional,North,63319.16
LAP0205,HP,HP 15,AMD Ryzen 5,8,SSD,256,NVIDIA RTX,14.0,Linux,1.12,5.9,12,Professional,East,55377.54
LAP0206,HP,Pavilion 15,Intel i7,16,HDD,256,NVIDIA GTX,15.6,Windows 11,1.56,11.5,6,Professional,East,56356.84
LAP0207,HP,HP 15,AMD Ryzen 3,16,SSD,512,NVIDIA GTX,14.0,Windows 11,1.13,6.1,12,Student,West,53894.71
LAP0208,HP,Victus 15,Intel i5,8,SSD,1024,NVIDIA RTX,13.3,Windows 11,1.18,11.7,24,Professional,South,69889.09
LAP0209,HP,Pavilion 15,Intel i5,8,SSD,1024,NVIDIA RTX,15.6,Windows 11,2.06,7.3,6,Student,West,66894.76
LAP0210,HP,Pavilion 15,Intel i7,32,SSD,256,Integrated,15.6,Windows 11,2.04,11.3,24,Business,North,86914.34
LAP0211,Lenovo,ThinkBook 14,AMD Ryzen 5,8,SSD,256,AMD Radeon,16.0,Windows 11,2.14,6.7,6,Professional,East,52146.06
LAP0212,Lenovo,IdeaPad Gaming 3,Intel i5,8,HDD,1024,AMD Radeon,15.6,Windows 11,1.58,9.9,6,Student,West,55687.1
LAP0213,Lenovo,ThinkBook 14,AMD Ryzen 7,8,HDD,1024,Integrated,13.3,Windows 11,1.38,5.6,6,Student,South,64870.06
LAP0214,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,64,SSD,2048,Integrated,17.3,Windows 11,2.61,7.1,6,Gaming,West,96508.31
LAP0215,Lenovo,IdeaPad Slim 3,Intel i5,32,HDD,2048,NVIDIA RTX,16.0,Windows 11,2.09,10.2,6,Student,North,87158.34
LAP0216,Lenovo,IdeaPad Slim 3,Intel i7,8,HDD,512,AMD Radeon,14.0,Linux,1.55,8.9,24,Gaming,East,66992.41
LAP0217,Lenovo,IdeaPad Slim 3,AMD Ryzen 7,8,SSD,1024,Integrated,17.3,Windows 11,2.45,8.3,6,Student,South,59099.34
LAP0218,Lenovo,ThinkBook 14,AMD Ryzen 5,16,HDD,512,Integrated,15.6,Linux,1.66,11.6,6,Business,West,49511.37
LAP0219,Lenovo,IdeaPad Slim 3,Intel i5,8,HDD,512,Integrated,16.0,Windows 11,1.72,7.2,6,Student,South,37392.91
LAP0220,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,16,SSD,512,Integrated,14.0,Windows 11,1.58,8.1,6,Business,South,58945.48
LAP0221,Lenovo,IdeaPad Gaming 3,AMD Ryzen 5,32,SSD,512,AMD Radeon,14.0,Windows 11,1.15,6.2,6,Student,West,85993.01
LAP0222,Lenovo,IdeaPad Gaming 3,AMD Ryzen 5,16,HDD,512,Integrated,13.3,Linux,1.39,7.2,6,Student,West,45174.36
LAP0223,Lenovo,ThinkBook 14,Intel i5,8,SSD,1024,NVIDIA RTX,13.3,Windows 11,1.12,8.5,6,Gaming,East,73665.22
LAP0224,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,16,SSD,256,Integrated,14.0,Windows 11,1.24,8.4,6,Student,North,46319.83
LAP0225,Lenovo,ThinkBook 14,AMD Ryzen 3,16,SSD,256,AMD Radeon,14.0,Windows 11,1.31,9.7,24,Student,West,46453.36
LAP0226,Lenovo,IdeaPad Gaming 3,AMD Ryzen 7,16,HDD,512,Integrated,17.3,Windows 11,2.26,7.3,6,Student,North,64477.33
LAP0227,Lenovo,ThinkBook 14,Intel i3,16,SSD,512,Integrated,17.3,Windows 11,2.8,11.8,6,Student,North,43866.31
LAP0228,Lenovo,IdeaPad Slim 3,Intel i5,8,SSD,2048,AMD Radeon,17.3,Windows 11,2.68,10.7,12,Gaming,North,58727.2
LAP0229,Lenovo,IdeaPad Slim 3,Intel i5,16,SSD,1024,NVIDIA RTX,15.6,Windows 11,2.16,9.2,24,Gaming,East,71358.18
LAP0230,Lenovo,IdeaPad Slim 3,Intel i7,8,HDD,512,Integrated,17.3,Windows 11,2.38,7.7,24,Student,North,57635.24
LAP0231,Lenovo,IdeaPad Slim 3,Intel i5,32,HDD,256,NVIDIA RTX,17.3,Windows 11,2.56,6.4,6,Business,South,67290.4
LAP0232,Lenovo,ThinkBook 14,AMD Ryzen 7,8,HDD,256,AMD Radeon,15.6,Windows 11,1.6,6.5,12,Business,East,54551.11
LAP0233,Lenovo,ThinkBook 14,AMD Ryzen 3,16,SSD,1024,AMD Radeon,14.0,Windows 11,1.43,10.8,12,Student,South,58782.12
LAP0234,Lenovo,IdeaPad Gaming 3,Intel i5,32,HDD,512,AMD Radeon,13.3,Windows 11,1.19,7.6,24,Student,West,63644.85
LAP0235,Lenovo,IdeaPad Slim 3,AMD Ryzen 7,8,SSD,2048,NVIDIA RTX,13.3,Windows 11,1.51,9.9,24,Gaming,East,101224.8
LAP0236,Lenovo,IdeaPad Gaming 3,Intel i3,8,SSD,1024,NVIDIA GTX,13.3,Windows 11,1.12,8.3,12,Gaming,East,54429.69
LAP0237,Lenovo,IdeaPad Gaming 3,Intel i7,8,SSD,512,Integrated,14.0,Windows 11,1.18,6.0,6,Student,South,53463.91
LAP0238,Lenovo,IdeaPad Slim 3,Intel i5,32,HDD,256,Integrated,17.3,Windows 11,2.75,11.9,12,Professional,East,53416.09
LAP0239,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,16,SSD,512,NVIDIA GTX,13.3,Windows 11,1.27,11.8,12,Business,South,62599.01
LAP0240,Lenovo,ThinkBook 14,AMD Ryzen 3,8,SSD,512,Integrated,14.0,Windows 11,1.13,5.5,6,Student,East,44413.0
LAP0241,Lenovo,IdeaPad Slim 3,Intel i5,8,HDD,256,Integrated,15.6,Windows 11,2.05,8.6,24,Student,East,31010.71
LAP0242,Lenovo,ThinkBook 14,Intel i5,8,SSD,512,Integrated,15.6,Windows 11,1.66,7.2,6,Student,West,44060.74
LAP0243,Lenovo,IdeaPad Gaming 3,Intel i3,64,SSD,512,Integrated,13.3,Windows 11,1.52,10.8,12,Gaming,East,73849.49
LAP0244,Lenovo,IdeaPad Slim 3,Intel i7,8,SSD,1024,Integrated,17.3,Windows 11,2.46,8.9,24,Business,North,68472.95
LAP0245,Lenovo,IdeaPad Slim 3,Intel i5,64,SSD,2048,Integrated,14.0,Windows 11,1.12,6.0,24,Professional,North,87175.72
LAP0246,Lenovo,ThinkBook 14,AMD Ryzen 5,32,SSD,256,AMD Radeon,17.3,Windows 11,2.32,7.6,12,Professional,West,66071.79
LAP0247,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,8,SSD,512,Integrated,17.3,Windows 11,2.47,10.4,6,Gaming,West,46439.8
LAP0248,Lenovo,IdeaPad Gaming 3,AMD Ryzen 5,32,HDD,512,AMD Radeon,16.0,Windows 11,1.9,8.6,6,Student,North,64637.07
LAP0249,Lenovo,IdeaPad Gaming 3,AMD Ryzen 3,8,SSD,1024,Integrated,14.0,Windows 11,1.12,8.6,12,Gaming,West,53521.59
LAP0250,Lenovo,IdeaPad Gaming 3,Intel i5,16,SSD,1024,Integrated,13.3,Windows 11,1.59,7.0,12,Gaming,East,61399.47
LAP0251,Lenovo,ThinkBook 14,AMD Ryzen 5,16,SSD,256,NVIDIA RTX,14.0,Windows 11,1.56,8.1,12,Business,South,65903.07
LAP0252,Lenovo,IdeaPad Slim 3,AMD Ryzen 5,8,HDD,512,Integrated,17.3,Windows 11,2.7,5.7,6,Gaming,North,47707.43
LAP0253,Lenovo,ThinkBook 14,AMD Ryzen 5,32,HDD,1024,Integrated,15.6,Windows 11,2.08,8.8,24,Gaming,West,76126.75
LAP0254,Lenovo,IdeaPad Gaming 3,Intel i5,32,HDD,512,Integrated,15.6,Windows 11,1.74,10.9,12,Business,West,62223.14
LAP0255,Lenovo,IdeaPad Slim 3,Intel i5,16,HDD,2048,Integrated,14.0,Windows 11,1.44,7.2,12,Professional,West,55739.89
LAP0256,Lenovo,IdeaPad Gaming 3,Intel i7,16,SSD,512,Integrated,15.6,Windows 11,2.0,10.1,12,Professional,East,64398.0
LAP0257,Lenovo,IdeaPad Gaming 3,AMD Ryzen 5,8,SSD,512,Integrated,16.0,Windows 11,1.91,5.5,24,Gaming,South,54278.15
LAP0258,Lenovo,ThinkBook 14,Intel i7,16,HDD,512,Integrated,15.6,Windows 11,1.95,11.1,12,Business,South,58392.54
LAP0259,Lenovo,IdeaPad Gaming 3,Intel i5,8,SSD,1024,Integrated,16.0,Windows 11,1.96,9.9,24,Student,East,51574.24
LAP0260,Lenovo,IdeaPad Gaming 3,AMD Ryzen 7,8,SSD,256,Integrated,17.3,Windows 11,2.65,7.7,24,Student,East,56062.9
LAP0261,ASUS,TUF Gaming F15,AMD Ryzen 7,16,SSD,1024,Integrated,14.0,Windows 11,1.25,8.6,24,Student,North,67405.86
LAP0262,ASUS,ZenBook 14,AMD Ryzen 7,8,HDD,512,NVIDIA GTX,16.0,Windows 11,2.05,7.7,12,Professional,East,58309.19
LAP0263,ASUS,VivoBook 15,AMD Ryzen 5,16,SSD,1024,AMD Radeon,16.0,Windows 11,2.12,8.8,24,Professional,South,50991.35
LAP0264,ASUS,TUF Gaming F15,Intel i7,64,SSD,512,Integrated,16.0,Windows 11,1.6,11.1,6,Business,East,85967.31
LAP0265,ASUS,VivoBook 15,Intel i5,8,SSD,512,Integrated,14.0,Linux,1.39,6.5,6,Student,East,45440.49
LAP0266,ASUS,VivoBook 15,AMD Ryzen 3,8,HDD,256,AMD Radeon,15.6,Windows 11,2.17,11.3,24,Student,West,26962.03
LAP0267,ASUS,ZenBook 14,AMD Ryzen 3,8,HDD,256,NVIDIA GTX,17.3,Windows 11,2.47,6.6,6,Student,South,40922.9
LAP0268,ASUS,VivoBook 15,Intel i7,8,SSD,512,Integrated,15.6,Windows 11,2.2,8.7,6,Student,East,52141.41
LAP0269,ASUS,TUF Gaming F15,Intel i3,8,HDD,256,AMD Radeon,14.0,Windows 11,1.16,10.1,6,Professional,South,32596.85
LAP0270,ASUS,VivoBook 15,AMD Ryzen 5,8,SSD,256,NVIDIA GTX,13.3,Windows 11,1.44,8.2,12,Student,South,53165.38
LAP0271,ASUS,TUF Gaming F15,Intel i7,16,SSD,512,NVIDIA GTX,13.3,Windows 11,1.43,7.3,24,Business,East,82062.78
LAP0272,ASUS,VivoBook 15,AMD Ryzen 5,8,SSD,256,NVIDIA RTX,16.0,Windows 11,1.64,6.8,12,Business,North,54115.67
LAP0273,ASUS,TUF Gaming F15,Intel i5,16,SSD,1024,Integrated,16.0,Windows 11,1.73,5.5,24,Student,West,60811.29
LAP0274,ASUS,TUF Gaming F15,AMD Ryzen 5,8,SSD,512,Integrated,13.3,Windows 11,1.55,9.7,12,Gaming,South,50623.1
LAP0275,ASUS,ZenBook 14,Intel i5,32,SSD,1024,NVIDIA RTX,15.6,Windows 11,1.8,6.3,6,Student,North,80160.26
LAP0276,ASUS,TUF Gaming F15,AMD Ryzen 3,8,SSD,512,Integrated,13.3,Windows 11,1.29,7.7,6,Professional,East,41656.52
LAP0277,ASUS,VivoBook 15,Intel i5,16,SSD,512,AMD Radeon,13.3,Windows 11,1.17,10.2,6,Student,East,60472.82
LAP0278,ASUS,VivoBook 15,AMD Ryzen 5,8,SSD,512,Integrated,14.0,Windows 11,1.34,8.7,12,Professional,West,47876.07
LAP0279,ASUS,TUF Gaming F15,Intel i5,16,SSD,1024,NVIDIA RTX,17.3,Windows 11,2.18,11.7,12,Professional,West,73891.16
LAP0280,ASUS,VivoBook 15,Intel i7,16,SSD,512,Integrated,17.3,Windows 11,2.71,9.5,6,Professional,North,63843.14
LAP0281,ASUS,ZenBook 14,Intel i7,8,SSD,1024,Integrated,14.0,Windows 11,1.27,7.3,24,Student,East,67087.88
LAP0282,ASUS,ZenBook 14,Intel i7,16,SSD,512,Integrated,16.0,Windows 11,1.72,11.9,24,Business,West,68556.64
LAP0283,ASUS,TUF Gaming F15,Intel i7,16,SSD,1024,Integrated,15.6,Windows 11,2.12,9.2,24,Business,South,77714.13
LAP0284,ASUS,TUF Gaming F15,Intel i5,16,SSD,512,Integrated,17.3,Windows 11,2.38,9.8,24,Professional,West,45006.88
LAP0285,ASUS,ZenBook 14,AMD Ryzen 5,16,SSD,2048,Integrated,17.3,Windows 11,2.42,10.1,6,Gaming,East,77175.7
LAP0286,ASUS,VivoBook 15,Intel i5,8,SSD,512,NVIDIA RTX,13.3,Windows 11,1.57,8.1,12,Business,North,55792.65
LAP0287,ASUS,TUF Gaming F15,AMD Ryzen 5,32,SSD,1024,Integrated,13.3,Windows 11,1.49,8.4,24,Professional,North,72894.02
LAP0288,ASUS,TUF Gaming F15,AMD Ryzen 7,16,SSD,512,NVIDIA RTX,16.0,Windows 11,2.15,10.6,6,Business,North,84224.48
LAP0289,ASUS,TUF Gaming F15,AMD Ryzen 5,16,SSD,1024,Integrated,16.0,Windows 11,1.79,9.5,24,Business,South,60841.51
LAP0290,ASUS,TUF Gaming F15,Intel i5,16,SSD,256,Integrated,17.3,Windows 11,2.24,10.1,12,Business,North,42774.9
LAP0291,ASUS,TUF Gaming F15,Intel i5,8,SSD,512,Integrated,14.0,Windows 11,1.35,10.0,12,Business,South,45640.5
LAP0292,ASUS,TUF Gaming F15,Intel i7,16,SSD,512,AMD Radeon,15.6,Windows 11,2.11,8.2,6,Professional,West,69358.55
LAP0293,ASUS,ZenBook 14,Intel i5,8,SSD,1024,Integrated,15.6,Windows 11,1.6,5.9,12,Student,West,45924.91
LAP0294,ASUS,VivoBook 15,Intel i5,16,HDD,512,NVIDIA GTX,17.3,Windows 11,2.31,8.8,24,Student,West,56400.26
LAP0295,ASUS,TUF Gaming F15,AMD Ryzen 7,64,SSD,512,AMD Radeon,13.3,Windows 11,1.11,7.1,24,Gaming,East,99183.62
LAP0296,ASUS,TUF Gaming F15,AMD Ryzen 5,16,SSD,1024,NVIDIA RTX,17.3,Linux,2.16,10.2,6,Student,North,74458.96
LAP0297,ASUS,VivoBook 15,AMD Ryzen 7,16,HDD,256,AMD Radeon,16.0,Windows 11,1.7,7.2,6,Professional,South,63625.25
LAP0298,ASUS,TUF Gaming F15,Intel i3,8,HDD,1024,AMD Radeon,13.3,Windows 11,1.49,9.6,24,Student,South,45959.9
LAP0299,ASUS,TUF Gaming F15,Intel i3,32,SSD,512,Integrated,14.0,Windows 11,1.31,9.0,6,Student,North,60234.93
LAP0300,ASUS,ZenBook 14,AMD Ryzen 3,32,SSD,512,Integrated,17.3,Windows 11,2.66,11.9,6,Student,South,57410.38
LAP0301,ASUS,TUF Gaming F15,Intel i7,16,SSD,2048,NVIDIA GTX,15.6,Linux,1.77,10.7,6,Professional,South,81846.57
LAP0302,ASUS,ZenBook 14,Intel i3,16,SSD,512,NVIDIA RTX,13.3,Windows 11,1.25,9.7,12,Professional,West,61056.24
LAP0303,ASUS,TUF Gaming F15,Intel i5,8,SSD,256,Integrated,14.0,Linux,1.53,8.3,6,Student,East,44939.87
LAP0304,ASUS,ZenBook 14,AMD Ryzen 3,8,SSD,512,NVIDIA RTX,13.3,Linux,1.14,5.9,12,Professional,North,60323.72
LAP0305,ASUS,ZenBook 14,AMD Ryzen 7,8,SSD,512,Integrated,13.3,Windows 11,1.37,9.7,24,Student,West,59482.99
LAP0306,ASUS,ZenBook 14,AMD Ryzen 5,8,SSD,1024,AMD Radeon,17.3,Windows 11,2.07,10.5,12,Professional,West,59105.02
LAP0307,ASUS,TUF Gaming F15,Intel i7,8,SSD,1024,Integrated,15.6,Windows 11,2.17,6.4,24,Gaming,South,69326.54
LAP0308,ASUS,TUF Gaming F15,AMD Ryzen 7,8,SSD,256,AMD Radeon,17.3,Windows 11,2.32,9.1,6,Student,South,54914.98
LAP0309,ASUS,TUF Gaming F15,Intel i5,8,SSD,256,AMD Radeon,15.6,Linux,1.64,6.7,24,Gaming,East,47038.99
LAP0310,ASUS,TUF Gaming F15,AMD Ryzen 3,8,SSD,256,NVIDIA GTX,16.0,Windows 11,2.17,7.8,24,Business,West,37667.18
LAP0311,Acer,Swift 3,Intel i5,16,SSD,512,Integrated,15.6,Windows 11,1.99,6.5,24,Professional,South,40597.48
LAP0312,Acer,Swift 3,AMD Ryzen 7,16,SSD,1024,Integrated,16.0,Windows 11,1.69,7.8,24,Business,East,64521.55
LAP0313,Acer,Swift 3,Intel i7,16,SSD,256,Integrated,13.3,Windows 11,1.52,11.1,6,Gaming,North,58291.42
LAP0314,Acer,Swift 3,Intel i5,8,SSD,256,Integrated,13.3,Windows 11,1.51,9.3,24,Student,West,36237.84
LAP0315,Acer,Aspire 7,Intel i7,16,HDD,1024,AMD Radeon,16.0,Windows 11,1.66,10.5,24,Gaming,North,68451.7
LAP0316,Acer,Swift 3,Intel i7,16,HDD,512,Integrated,14.0,Windows 11,1.48,6.4,6,Student,North,54671.57
LAP0317,Acer,Aspire 5,AMD Ryzen 5,8,SSD,512,Integrated,15.6,Windows 11,1.76,5.8,6,Professional,South,41645.84
LAP0318,Acer,Aspire 5,Intel i5,8,SSD,512,AMD Radeon,17.3,Linux,2.51,7.3,24,Student,North,39180.85
LAP0319,Acer,Aspire 7,Intel i5,32,SSD,256,NVIDIA GTX,16.0,Windows 11,2.18,6.9,12,Professional,South,56035.8
LAP0320,Acer,Aspire 5,Intel i7,16,SSD,256,NVIDIA GTX,14.0,Windows 11,1.14,9.7,6,Student,North,60991.41
LAP0321,Acer,Swift 3,Intel i5,8,SSD,1024,Integrated,13.3,Windows 11,1.34,8.6,6,Professional,East,43013.53
LAP0322,Acer,Aspire 5,Intel i3,8,SSD,512,NVIDIA GTX,17.3,Windows 11,2.12,6.6,6,Professional,East,36255.26
LAP0323,Acer,Aspire 7,AMD Ryzen 3,16,HDD,512,Integrated,13.3,Windows 11,1.21,9.4,12,Gaming,North,28895.06
LAP0324,Acer,Swift 3,Intel i5,16,SSD,1024,Integrated,17.3,Windows 11,2.21,10.2,12,Gaming,West,55992.79
LAP0325,Acer,Swift 3,Intel i5,8,HDD,1024,Integrated,16.0,Windows 11,2.08,9.4,6,Professional,West,30049.97
LAP0326,Acer,Swift 3,AMD Ryzen 5,8,SSD,512,NVIDIA RTX,17.3,Windows 11,2.66,11.3,24,Professional,East,51113.2
LAP0327,Acer,Aspire 7,Intel i5,8,SSD,1024,Integrated,15.6,Windows 11,1.91,10.3,24,Professional,East,44788.55
LAP0328,Acer,Swift 3,Intel i5,32,HDD,512,Integrated,16.0,Windows 11,1.68,5.5,24,Business,West,51139.53
LAP0329,Acer,Aspire 5,Intel i7,16,HDD,512,Integrated,14.0,Windows 11,1.31,9.3,12,Gaming,East,57385.59
LAP0330,Acer,Swift 3,Intel i7,8,HDD,512,AMD Radeon,17.3,Windows 11,2.39,7.9,24,Professional,South,53404.6
LAP0331,Acer,Aspire 5,Intel i7,8,SSD,1024,Integrated,14.0,Windows 11,1.32,10.0,6,Student,East,57521.94
LAP0332,Acer,Aspire 7,AMD Ryzen 5,16,HDD,256,NVIDIA GTX,13.3,Windows 11,1.5,10.9,12,Gaming,East,41539.41
LAP0333,Acer,Aspire 7,Intel i3,16,HDD,1024,Integrated,17.3,Windows 11,2.52,7.4,24,Student,North,33918.17
LAP0334,Acer,Aspire 7,AMD Ryzen 3,16,SSD,1024,Integrated,14.0,Windows 11,1.12,9.4,24,Business,North,39529.82
LAP0335,Acer,Aspire 7,AMD Ryzen 3,64,SSD,256,NVIDIA GTX,16.0,Windows 11,1.75,8.1,24,Student,West,65965.09
LAP0336,Acer,Swift 3,AMD Ryzen 5,8,SSD,1024,Integrated,15.6,Windows 11,1.74,10.8,6,Professional,North,42915.29
LAP0337,Acer,Swift 3,Intel i7,8,SSD,512,Integrated,13.3,Windows 11,1.35,7.7,6,Business,South,48862.31
LAP0338,Acer,Swift 3,AMD Ryzen 5,16,SSD,2048,NVIDIA GTX,16.0,Windows 11,2.04,10.4,12,Business,West,64130.81
LAP0339,Acer,Swift 3,Intel i7,16,SSD,512,Integrated,14.0,Windows 11,1.5,8.2,12,Professional,West,61435.24
LAP0340,Acer,Aspire 7,AMD Ryzen 5,8,HDD,1024,Integrated,13.3,Windows 11,1.38,6.7,12,Professional,South,39040.29
LAP0341,Acer,Aspire 5,Intel i5,8,SSD,1024,AMD Radeon,14.0,Windows 11,1.54,6.8,6,Business,South,44877.06
LAP0342,Acer,Swift 3,Intel i5,16,SSD,512,AMD Radeon,13.3,Windows 11,1.48,9.0,6,Business,South,51673.64
LAP0343,Acer,Aspire 7,AMD Ryzen 3,32,SSD,1024,AMD Radeon,14.0,Windows 11,1.59,11.5,12,Professional,North,60679.4
LAP0344,Acer,Aspire 7,Intel i3,16,SSD,512,Integrated,14.0,Windows 11,1.33,6.3,24,Professional,West,34295.81
LAP0345,Acer,Aspire 7,Intel i3,8,HDD,512,NVIDIA GTX,14.0,Windows 11,1.37,7.0,12,Gaming,South,29457.38
LAP0346,Acer,Aspire 7,Intel i5,16,HDD,512,Integrated,15.6,Windows 11,1.82,9.2,24,Business,West,37621.27
LAP0347,Acer,Swift 3,AMD Ryzen 5,32,HDD,256,NVIDIA GTX,14.0,Windows 11,1.34,5.6,12,Professional,South,50060.67
LAP0348,Acer,Swift 3,AMD Ryzen 5,16,SSD,512,NVIDIA GTX,14.0,Windows 11,1.13,10.8,12,Business,West,49243.46
LAP0349,Acer,Aspire 7,Intel i7,16,SSD,1024,Integrated,15.6,Windows 11,1.51,6.3,24,Gaming,North,58344.05
LAP0350,Acer,Aspire 7,Intel i7,64,SSD,512,Integrated,17.3,Windows 11,2.39,10.3,6,Professional,South,80616.54
LAP0351,Acer,Aspire 7,Intel i7,16,SSD,1024,AMD Radeon,17.3,Linux,2.46,11.0,6,Student,South,68976.13
LAP0352,Acer,Aspire 7,Intel i5,8,SSD,512,Integrated,16.0,Windows 11,2.05,11.6,24,Professional,East,41216.15
LAP0353,Acer,Swift 3,Intel i7,16,SSD,512,Integrated,13.3,Windows 11,1.21,8.1,6,Student,East,63436.52
LAP0354,Acer,Aspire 7,Intel i7,16,SSD,256,Integrated,17.3,Windows 11,2.12,9.8,12,Student,North,50857.33
LAP0355,Acer,Aspire 5,AMD Ryzen 5,16,HDD,256,Integrated,15.6,Windows 11,2.1,7.6,12,Professional,South,35491.48
LAP0356,Acer,Aspire 7,Intel i7,16,HDD,512,AMD Radeon,17.3,Windows 11,2.35,9.7,24,Student,South,53065.67
LAP0357,Acer,Aspire 5,Intel i7,8,SSD,512,Integrated,15.6,Windows 11,1.51,8.9,6,Student,East,49493.74
LAP0358,Acer,Aspire 7,Intel i7,16,SSD,512,Integrated,15.6,Windows 11,1.92,10.7,24,Professional,East,55278.09
LAP0359,Acer,Aspire 7,AMD Ryzen 5,16,SSD,512,Integrated,14.0,Windows 11,1.23,8.2,6,Professional,South,50029.28
LAP0360,Acer,Aspire 5,Intel i5,8,SSD,1024,NVIDIA RTX,14.0,Windows 11,1.24,9.6,24,Professional,East,56854.51
LAP0361,Apple,MacBook Air,Apple M-Series,8,SSD,256,Integrated,17.3,macOS,2.02,11.8,12,Student,East,106422.12
LAP0362,Apple,MacBook Air,Apple M-Series,16,SSD,512,Integrated,13.3,macOS,1.35,7.7,12,Business,East,123437.78
LAP0363,Apple,MacBook Air,Apple M-Series,64,HDD,512,Integrated,15.6,macOS,1.56,10.4,6,Student,East,131800.43
LAP0364,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,15.6,macOS,2.07,10.9,6,Gaming,North,110311.17
LAP0365,Apple,MacBook Air,Apple M-Series,8,HDD,2048,Integrated,13.3,macOS,1.2,10.3,6,Professional,North,121009.27
LAP0366,Apple,MacBook Pro,Apple M-Series,16,HDD,512,Integrated,15.6,macOS,1.61,10.2,24,Gaming,West,108907.84
LAP0367,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,15.6,macOS,2.12,11.1,6,Gaming,North,109615.87
LAP0368,Apple,MacBook Air,Apple M-Series,16,SSD,512,Integrated,15.6,macOS,1.91,8.1,6,Student,West,114877.3
LAP0369,Apple,MacBook Air,Apple M-Series,16,SSD,512,Integrated,15.6,macOS,2.04,7.1,12,Student,South,115210.36
LAP0370,Apple,MacBook Air,Apple M-Series,32,SSD,2048,Integrated,13.3,macOS,1.28,6.5,24,Business,North,135289.53
LAP0371,Apple,MacBook Pro,Apple M-Series,16,SSD,512,Integrated,16.0,macOS,2.01,5.6,12,Professional,North,114923.95
LAP0372,Apple,MacBook Pro,Apple M-Series,8,SSD,256,Integrated,17.3,macOS,2.24,10.0,6,Professional,South,106338.55
LAP0373,Apple,MacBook Air,Apple M-Series,8,HDD,512,Integrated,13.3,macOS,1.37,8.4,12,Professional,East,112679.46
LAP0374,Apple,MacBook Pro,Apple M-Series,8,HDD,512,Integrated,14.0,macOS,1.54,9.5,12,Business,North,110753.97
LAP0375,Apple,MacBook Pro,Apple M-Series,8,SSD,256,Integrated,14.0,macOS,1.36,8.7,24,Student,South,115427.65
LAP0376,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,13.3,macOS,1.36,5.9,6,Student,West,108344.52
LAP0377,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,13.3,macOS,1.39,10.9,24,Professional,South,114763.14
LAP0378,Apple,MacBook Air,Apple M-Series,8,SSD,512,Integrated,13.3,macOS,1.57,6.9,12,Gaming,West,112066.07
LAP0379,Apple,MacBook Pro,Apple M-Series,16,SSD,512,Integrated,17.3,macOS,2.59,11.3,12,Business,West,123400.18
LAP0380,Apple,MacBook Air,Apple M-Series,16,SSD,512,Integrated,13.3,macOS,1.52,6.0,6,Gaming,West,114273.57
LAP0381,Apple,MacBook Pro,Apple M-Series,8,SSD,512,Integrated,14.0,macOS,1.2,9.8,24,Professional,North,108061.2
LAP0382,Apple,MacBook Air,Apple M-Series,16,HDD,512,Integrated,17.3,macOS,2.29,8.5,24,Professional,West,108132.08
LAP0383,Apple,MacBook Pro,Apple M-Series,8,SSD,256,Integrated,17.3,macOS,2.27,6.5,24,Professional,South,96074.91
LAP0384,Apple,MacBook Pro,Apple M-Series,32,SSD,512,Integrated,15.6,macOS,1.79,9.6,24,Student,North,122338.88
LAP0385,Apple,MacBook Pro,Apple M-Series,16,SSD,512,Integrated,15.6,macOS,2.17,8.4,12,Student,West,111856.3
LAP0386,Apple,MacBook Air,Apple M-Series,64,SSD,512,Integrated,15.6,macOS,1.5,11.9,6,Gaming,West,137164.46
